img_name,mean,std
52N_7026_3201_13-2019-02-07,"[625.3683767318726, 751.0257349014282, 948.1739873886108, 1715.4256372451782]","[260.9431828589302, 308.2331394904941, 407.7382317614902, 459.31846518808106]"
52N_7026_3201_13-2019-02-14,"[622.2302665710449, 752.0123329162598, 961.387209892273, 1741.0562477111816]","[235.14355384528287, 292.965847929166, 395.37470544499166, 438.13885142733443]"
52N_7026_3201_13-2019-02-21,"[640.3011817932129, 775.1284942626953, 988.1167249679565, 1768.8509979248047]","[224.3924903899416, 281.97793957340684, 385.4786062828435, 431.17143321087474]"
52N_7026_3201_13-2019-02-28,"[633.3677921295166, 776.0714244842529, 995.2469549179077, 1823.2836408615112]","[225.21144830022956, 279.6783080375087, 385.001617200077, 443.78092257450203]"
52N_7026_3201_13-2019-03-01,"[638.0807809829712, 782.0993099212646, 1002.919451713562, 1843.3333854675293]","[215.9184708563505, 267.82738478339706, 370.8100344922151, 437.2901324061808]"
52N_7026_3201_13-2019-03-07,"[640.3624353408813, 785.6934852600098, 1000.153133392334, 1832.0798273086548]","[230.45941971379193, 286.32313699527793, 388.21947857556006, 442.77255778415906]"
52N_7026_3201_13-2019-03-14,"[646.1259708404541, 789.7698192596436, 1001.403151512146, 1822.5919246673584]","[226.5908648110579, 279.1324914918884, 376.41195341565367, 425.3178806919021]"
52N_7026_3201_13-2019-03-21,"[636.2834577560425, 785.5005102157593, 985.5735702514648, 1821.5643167495728]","[236.81225271345778, 284.2546597230978, 384.71037247352893, 431.39732384478805]"
52N_7026_3201_13-2019-03-28,"[640.0379047393799, 796.9795961380005, 1007.7439489364624, 1871.1168766021729]","[259.37903146839557, 311.222949061199, 412.61511925658266, 437.76760849136764]"
52N_7026_3201_13-2019-04-01,"[631.7093887329102, 788.284348487854, 994.4971408843994, 1887.3024015426636]","[276.5763975052265, 331.69823560974385, 437.65643236175214, 464.58388425851183]"
52N_7026_3201_13-2019-04-07,"[623.7411098480225, 787.0589742660522, 991.919041633606, 1923.226710319519]","[251.22156289736478, 310.7004278391987, 411.4746226558364, 400.39890568888393]"
52N_7026_3201_13-2019-04-14,"[612.3719787597656, 803.2989206314087, 991.4418706893921, 2019.018898010254]","[266.493836405744, 319.54524438187406, 427.18552593100935, 438.0276965062456]"
52N_7026_3201_13-2019-04-21,"[560.7674980163574, 800.147138595581, 896.0426540374756, 2322.160355567932]","[243.84397526785787, 279.9242948309009, 388.29312841686925, 461.4688575834018]"
52N_7026_3201_13-2019-04-28,"[545.8372144699097, 831.116530418396, 836.427773475647, 2597.682644844055]","[277.51402089319095, 285.4979905995268, 439.3555470876316, 601.528426007137]"
52N_7026_3201_13-2019-05-01,"[533.7041692733765, 822.5994968414307, 818.11021900177, 2645.8932495117188]","[270.1251756313813, 282.2534003166875, 432.8343506234146, 615.9679558432479]"
52N_7026_3201_13-2019-05-07,"[522.9935932159424, 801.4594116210938, 778.2459697723389, 2827.8312091827393]","[271.46549524575556, 294.9839999604982, 438.0752754802784, 689.3203248074133]"
52N_7026_3201_13-2019-05-14,"[502.73119163513184, 760.2646903991699, 727.0056858062744, 2958.743628501892]","[267.40182447956147, 291.7791174350077, 433.6514860385935, 761.8844606958623]"
52N_7026_3201_13-2019-05-21,"[484.415789604187, 724.2698087692261, 684.1906414031982, 3105.6157083511353]","[292.92479649476354, 311.38695059400396, 455.4248277170423, 842.3434871837884]"
52N_7026_3201_13-2019-05-28,"[473.3714714050293, 707.8844814300537, 661.9585752487183, 3126.581398010254]","[291.55174403646885, 311.70022647782685, 453.64548261564784, 873.5959562704737]"
52N_7026_3201_13-2019-06-01,"[434.7482051849365, 674.0756549835205, 614.978437423706, 3178.4183416366577]","[269.53198377536495, 291.94377289280516, 420.18728932569616, 876.9148764441741]"
52N_7026_3201_13-2019-06-07,"[360.62913703918457, 600.5533390045166, 511.4203691482544, 3267.7306718826294]","[209.01048169375775, 234.4991400866603, 332.94602424174906, 891.9554424617115]"
52N_7026_3201_13-2019-06-14,"[399.5929479598999, 638.7732753753662, 571.7816915512085, 3262.301989555359]","[277.88485863479946, 303.4923942199582, 431.69765186797645, 951.5904084457487]"
52N_7026_3201_13-2019-06-21,"[402.3158082962036, 648.2216939926147, 575.3996210098267, 3295.1989765167236]","[296.4712878720423, 323.5590359524286, 433.07278607508346, 925.0086243444646]"
52N_7026_3201_13-2019-06-28,"[372.7432975769043, 625.6525993347168, 543.3663263320923, 3316.8930282592773]","[284.63259880047275, 321.4157515472287, 415.72576533552615, 892.3574711369109]"
52N_7026_3201_13-2019-07-01,"[355.09188747406006, 600.7556591033936, 514.2025194168091, 3344.8986625671387]","[263.8994926559606, 295.05061075169493, 382.57280870321745, 886.4894039372186]"
52N_7026_3201_13-2019-07-07,"[343.2892608642578, 596.9636058807373, 506.9768877029419, 3343.3867540359497]","[268.0975651320429, 310.7568642726302, 400.868802179866, 903.9232232229732]"
52N_7026_3201_13-2019-07-14,"[312.34248542785645, 561.2354946136475, 458.83226108551025, 3367.154661178589]","[222.45264125813068, 261.2518564886048, 335.38753931659505, 851.622335525245]"
52N_7026_3201_13-2019-07-21,"[291.56194972991943, 542.3047180175781, 435.91962146759033, 3367.7883348464966]","[182.76422004797604, 222.2225438516838, 294.6987698815326, 789.8751867399758]"
52N_7026_3201_13-2019-07-28,"[279.2566795349121, 531.2483177185059, 421.740761756897, 3351.669066429138]","[160.00701304568264, 200.55737781024496, 268.60184318596225, 767.7897008285059]"
52N_7026_3201_13-2019-08-01,"[269.1275691986084, 519.4382877349854, 407.5359983444214, 3352.7994298934937]","[151.23060301807269, 187.38674729252972, 254.8417831918876, 767.2176703527464]"
52N_7026_3201_13-2019-08-07,"[286.31918144226074, 538.1901397705078, 427.4796333312988, 3324.233034133911]","[170.46913270409732, 209.27422071512322, 266.38466315112737, 740.5683718438504]"
52N_7026_3201_13-2019-08-14,"[287.83292388916016, 543.469313621521, 434.84614849090576, 3351.0955362319946]","[178.4526904148413, 215.07838368560255, 274.71063450749574, 720.1678076010315]"
52N_7026_3201_13-2019-08-21,"[290.91951751708984, 550.5131969451904, 443.88032150268555, 3335.343481063843]","[185.272015909247, 219.60492026861388, 279.1553912315471, 713.5397040112601]"
52N_7026_3201_13-2019-08-28,"[280.61919021606445, 526.6060609817505, 426.4059600830078, 3218.39893245697]","[197.19660166876108, 230.63448705546844, 286.7137789293332, 709.7313482778209]"
52N_7026_3201_13-2019-09-01,"[282.91764640808105, 525.342282295227, 429.13871479034424, 3162.9025049209595]","[208.46779193623811, 243.81123158258424, 299.25898735954866, 732.0714031815565]"
52N_7026_3201_13-2019-09-07,"[277.047625541687, 511.66464710235596, 420.759521484375, 3092.5180826187134]","[222.95682928569843, 262.38541914437656, 313.4713173677377, 772.4269799366441]"
52N_7026_3201_13-2019-09-14,"[290.18452739715576, 520.6945877075195, 435.4127731323242, 2980.9300966262817]","[249.93380274900363, 293.7985377307195, 343.3341926512934, 792.2186208700733]"
52N_7026_3201_13-2019-09-21,"[295.3593912124634, 528.4441394805908, 442.9975643157959, 2849.833242416382]","[239.7369425100397, 287.3850618835596, 333.53459038679176, 746.5330596363457]"
52N_7026_3201_13-2019-09-28,"[267.47522258758545, 497.8298234939575, 418.03657245635986, 2768.3624324798584]","[162.8044808790915, 208.0315112448683, 249.9384325634078, 674.7100650718223]"
52N_7026_3201_13-2019-10-01,"[311.1083345413208, 537.7987337112427, 462.05718994140625, 2699.123155593872]","[195.37768614471895, 235.14569766305883, 275.52247759244193, 632.7555158322195]"
52N_7026_3201_13-2019-10-07,"[349.76053524017334, 567.8670263290405, 507.5760259628296, 2596.2806119918823]","[226.17636443192225, 264.70363587050593, 312.4272601702633, 619.5060220975917]"
52N_7026_3201_13-2019-10-14,"[401.80301094055176, 594.0154056549072, 568.6981935501099, 2482.4925422668457]","[265.64357458596476, 294.15544210353545, 370.7011315995811, 660.4169851439219]"
52N_7026_3201_13-2019-10-21,"[458.1031665802002, 620.7481756210327, 602.3352241516113, 2413.17608833313]","[267.3024824790791, 295.297511844458, 366.2584435359088, 638.9875805344099]"
52N_7026_3201_13-2019-10-28,"[487.49729347229004, 644.6639223098755, 654.9805316925049, 2316.703882217407]","[271.11482585201253, 305.5451267618092, 399.0988307472345, 681.3726160940495]"
52N_7026_3201_13-2019-11-01,"[479.6201295852661, 632.254542350769, 673.0750865936279, 2269.1551055908203]","[230.82655190856792, 260.96630530408936, 345.68223273421296, 649.5385074386234]"
52N_7026_3201_13-2019-11-07,"[535.8790988922119, 676.7556495666504, 762.7315406799316, 2125.210461616516]","[255.2245835865799, 286.78331584759053, 373.6695939379997, 616.1452072981782]"
52N_7026_3201_13-2019-11-14,"[543.152214050293, 662.0728168487549, 781.5729475021362, 1930.2355222702026]","[266.2333607151676, 310.5372378094833, 401.5940846794176, 615.1978357295856]"
52N_7026_3201_13-2019-11-21,"[520.015191078186, 614.4326000213623, 761.5999870300293, 1820.2980642318726]","[248.66968546970256, 275.9200078663743, 368.3672045260005, 519.1460544856105]"
52N_7026_3201_13-2019-11-28,"[561.9366550445557, 659.7420806884766, 813.7085609436035, 1750.7082481384277]","[268.78605986311027, 307.5589261516734, 402.68509299448624, 547.8167683098159]"
52N_7026_3201_13-2019-12-01,"[563.7405910491943, 656.1921815872192, 811.1288900375366, 1723.2240562438965]","[272.52028445799425, 311.5133043591343, 403.65357111309856, 545.1836104767349]"
52N_7026_3201_13-2019-12-07,"[557.0908613204956, 647.1369972229004, 814.5061149597168, 1675.1785945892334]","[233.4721455188621, 295.99864956843305, 390.47850717064665, 532.0318253134789]"
52N_7026_3201_13-2019-12-14,"[549.6668481826782, 636.0398712158203, 807.9964256286621, 1655.4495754241943]","[195.49579403006618, 259.1295499886395, 365.09493920745933, 508.93526520353873]"
52N_7026_3201_13-2019-12-21,"[566.1813564300537, 648.9233150482178, 832.1864652633667, 1625.9188232421875]","[219.23693443822876, 275.47666317529695, 367.9424127176597, 497.6817585080735]"
52N_7026_3201_13-2019-12-28,"[569.3686485290527, 644.2668676376343, 821.6720447540283, 1627.64976978302]","[244.15878009195472, 290.0440021891708, 376.77496917693895, 512.7715402813155]"
54N_7312_3008_13-2018-01-01,"[1367.712140083313, 1363.506238937378, 1546.2492771148682, 1797.1026573181152]","[814.7880143368452, 712.2497401849151, 675.1696429088597, 618.5823255435919]"
54N_7312_3008_13-2018-01-07,"[1396.559892654419, 1380.1600332260132, 1559.0225925445557, 1779.0473461151123]","[842.6994996221936, 731.9841071083576, 681.2824834787561, 624.0890982482193]"
54N_7312_3008_13-2018-01-14,"[1394.7586107254028, 1382.8083572387695, 1566.3045492172241, 1757.0800704956055]","[835.0995753047679, 742.8729359660547, 688.4174891498816, 635.3041789302479]"
54N_7312_3008_13-2018-01-21,"[1388.6017122268677, 1387.9034967422485, 1585.9803915023804, 1768.6240606307983]","[820.0214384196177, 752.6572248498807, 708.2871872711459, 680.258264237901]"
54N_7312_3008_13-2018-01-28,"[1417.75825881958, 1405.539038658142, 1603.4473943710327, 1762.0630292892456]","[858.0569689542627, 774.9004448092479, 724.80815844785, 695.7361673379734]"
54N_7312_3008_13-2018-02-01,"[1424.3475637435913, 1406.0999755859375, 1604.2790517807007, 1749.0679693222046]","[852.1736136963427, 773.8108488060859, 722.3790849400825, 692.2000156146041]"
54N_7312_3008_13-2018-02-07,"[1378.741413116455, 1376.8406190872192, 1581.5650272369385, 1735.066062927246]","[803.6245863587131, 755.1861138639513, 706.0080523342741, 693.3574350089008]"
54N_7312_3008_13-2018-02-14,"[1372.1035404205322, 1370.5848188400269, 1573.1990909576416, 1719.6436862945557]","[798.0308278485921, 750.2644901867559, 697.5101406777939, 681.383837538383]"
54N_7312_3008_13-2018-02-21,"[1357.2278652191162, 1357.7508373260498, 1555.3089237213135, 1698.7938089370728]","[786.4529135246399, 739.9172589441422, 681.055097845403, 657.6282694992532]"
54N_7312_3008_13-2018-02-28,"[1333.2916946411133, 1336.9920110702515, 1528.1016864776611, 1672.8338251113892]","[763.2328414757018, 718.1660722971244, 652.8526524092601, 620.2609535116702]"
54N_7312_3008_13-2018-03-01,"[1328.8923110961914, 1332.8674583435059, 1523.2903079986572, 1668.288083076477]","[757.8187351646837, 713.0486702922327, 647.0854728563532, 613.4632811837507]"
54N_7312_3008_13-2018-03-07,"[1286.2026901245117, 1287.0588817596436, 1481.528621673584, 1634.0530166625977]","[672.2244003099231, 630.6675582094373, 573.507273074152, 554.1849135016148]"
54N_7312_3008_13-2018-03-14,"[1220.5213088989258, 1228.6017723083496, 1412.8890943527222, 1580.5909442901611]","[605.2682458189724, 571.1530854996028, 515.8576800532832, 489.7009149748988]"
54N_7312_3008_13-2018-03-21,"[1224.942629814148, 1250.0819911956787, 1422.2001323699951, 1605.5532608032227]","[644.2844043228592, 628.392364851554, 558.7687110169626, 506.58847808164654]"
54N_7312_3008_13-2018-03-28,"[1043.8172550201416, 1049.3503513336182, 1257.4133920669556, 1483.9269008636475]","[312.0070172585091, 326.3685068581533, 315.05929013603475, 351.1531875895747]"
54N_7312_3008_13-2018-04-01,"[983.330849647522, 1000.0397090911865, 1210.3360061645508, 1451.6877794265747]","[276.49860258992595, 288.18095911494896, 289.31121041950615, 333.2161838118835]"
54N_7312_3008_13-2018-04-07,"[913.7329416275024, 969.2544860839844, 1179.5683736801147, 1467.9059267044067]","[277.32654730150483, 284.375469280983, 290.47111595786527, 341.6908507367936]"
54N_7312_3008_13-2018-04-14,"[912.5710382461548, 971.8200197219849, 1163.86203956604, 1503.9066095352173]","[284.01456644156286, 300.16107927587854, 318.94134131701287, 362.27033712765166]"
54N_7312_3008_13-2018-04-21,"[928.6803789138794, 1004.0872974395752, 1145.3112659454346, 1474.9754905700684]","[315.4517557237576, 327.59066472173794, 362.8341119408271, 413.04497131302355]"
54N_7312_3008_13-2018-04-28,"[950.3339538574219, 1033.593623161316, 1178.421932220459, 1517.2731132507324]","[372.306852006647, 367.83493063946554, 410.85398788198665, 433.2338869009917]"
54N_7312_3008_13-2018-05-01,"[947.3252849578857, 1035.9530849456787, 1177.0931663513184, 1550.180256843567]","[377.8380279295209, 365.8041047672332, 421.63594454038537, 456.47140585320784]"
54N_7312_3008_13-2018-05-07,"[924.4888324737549, 1030.814525604248, 1144.2207326889038, 1641.0620679855347]","[369.9916455372485, 337.82955643976743, 425.07293365434356, 538.5012811518276]"
54N_7312_3008_13-2018-05-14,"[924.7075338363647, 1043.7586841583252, 1148.6616191864014, 1673.5804595947266]","[383.6970074295142, 335.722720656194, 454.35821277025076, 591.1752655910349]"
54N_7312_3008_13-2018-05-21,"[899.9781999588013, 1033.0238189697266, 1124.7757921218872, 1747.8199195861816]","[357.1651176651133, 291.7653580852217, 455.6620626562986, 646.3537094585905]"
54N_7312_3008_13-2018-05-28,"[881.4379987716675, 1027.4165382385254, 1117.4674110412598, 1803.3502464294434]","[403.3677673863078, 326.2185817480332, 497.22344641498654, 650.3682547623991]"
54N_7312_3008_13-2018-06-01,"[896.1906690597534, 1037.5870971679688, 1131.3668966293335, 1821.6404829025269]","[426.55249950979197, 337.2297863874047, 510.7816146190161, 636.116171483348]"
54N_7312_3008_13-2018-06-07,"[910.3063974380493, 1056.8556385040283, 1163.1715459823608, 1859.0436086654663]","[371.3856382683344, 295.157787564027, 453.9347247065327, 600.5883302995611]"
54N_7312_3008_13-2018-06-14,"[922.5688190460205, 1061.0283403396606, 1167.6527614593506, 1877.7283382415771]","[406.20922828650583, 321.3999406369583, 492.3926061162308, 614.6325560914473]"
54N_7312_3008_13-2018-06-21,"[880.7555446624756, 1028.0967559814453, 1120.0010204315186, 1864.9763269424438]","[395.8109101417753, 319.84128458095023, 483.66150624017143, 615.4899552618484]"
54N_7312_3008_13-2018-06-28,"[746.3498888015747, 922.1631002426147, 969.4841423034668, 1807.4010038375854]","[357.1081361938796, 297.6581165887687, 440.801830219753, 591.8162641903726]"
54N_7312_3008_13-2018-07-01,"[688.650577545166, 877.7480516433716, 910.7033071517944, 1799.5518341064453]","[338.0091807978095, 287.9754620693812, 419.4178192045708, 596.9988109959477]"
54N_7312_3008_13-2018-07-07,"[683.659083366394, 871.4020748138428, 909.3277139663696, 1842.249179840088]","[345.32009418286833, 297.833323501578, 418.51498676303834, 626.256542221355]"
54N_7312_3008_13-2018-07-14,"[757.5357255935669, 923.2964725494385, 992.1290655136108, 1838.285488128662]","[381.12238560556966, 323.02264481461197, 456.5935088815339, 622.2519879027109]"
54N_7312_3008_13-2018-07-21,"[711.9043912887573, 907.997145652771, 934.8906898498535, 1796.0309371948242]","[378.30584070880906, 329.47153730346037, 454.87659238212206, 612.0826402421422]"
54N_7312_3008_13-2018-07-28,"[827.1307563781738, 965.5193901062012, 1044.197434425354, 1737.3268280029297]","[408.93251421013366, 355.57196890303436, 489.7955184618745, 615.880081363863]"
54N_7312_3008_13-2018-08-01,"[827.9234094619751, 967.2277851104736, 1051.763264656067, 1730.6413278579712]","[400.975530760079, 350.0143127614705, 482.8787845173948, 618.9374828600183]"
54N_7312_3008_13-2018-08-07,"[830.3283843994141, 968.8950624465942, 1054.656819343567, 1692.8698329925537]","[406.746697989133, 355.0401657649034, 485.1730471691159, 619.0792748259661]"
54N_7312_3008_13-2018-08-14,"[833.6931982040405, 963.1727056503296, 1049.8326120376587, 1689.3370599746704]","[405.94861613913923, 354.09426350732866, 485.1843141804577, 612.6131610476615]"
